1,2,3,4,5,6,7,8,9,10,Prg,Total1,Total2,Year,Month,Pass/Fail
3,1,0,3,1,0,0,0,0,0,V,8,0,2023,3,U
3,2,1,3,2,0,0,0,0,0,K,11,0,2023,3,P
2,2,1,3,1,2,0,0,0,0,V,11,0,2023,3,P
1,3,1,3,1,3,0,0,0,0,N,12,0,2023,3,P
0,0,1,0,0,1,0,0,0,0,C,2,0,2023,3,U
3,3,1,3,1,0,0,0,0,0,,11,0,2023,3,P
3,2,3,3,3,3,3,0,2,0,B,17,5,2023,3,P
3,2,3,3,0,1,0,0,0,0,N,12,0,2023,3,P
1,3,1,3,1,2,0,0,0,0,V,11,0,2023,3,P
3,3,0,3,2,0,0,0,0,0,W,11,0,2023,3,U
1,0,1,0,0,0,0,0,0,0,K,2,0,2023,3,U
0,0,0,3,0,0,0,0,0,0,E,3,0,2023,3,U
3,3,1,3,2,2,0,0,0,0,V,14,0,2023,3,P
1,2,1,3,2,0,0,0,0,0,K,9,0,2023,3,P
3,2,1,2,1,0,0,0,0,0,L,9,0,2023,3,P
2,0,0,1,0,0,0,0,0,0,,3,0,2023,3,U
2,3,3,3,3,3,0,0,2,0,N,17,2,2023,3,P
3,2,1,3,2,1,1,0,3,0,K,12,4,2023,3,P
3,2,1,3,3,3,0,0,0,0,K,15,0,2023,3,P
2,3,1,3,1,0,0,0,0,0,K,10,0,2023,3,P
1,1,3,3,0,1,0,0,0,0,N,9,0,2023,3,P
3,2,3,2,3,1,3,2,0,1,W,14,6,2023,3,P
1,3,3,3,3,3,3,0,2,0,W,16,5,2023,3,P
3,2,1,3,0,1,3,0,0,0,D,10,3,2023,3,P
3,3,3,3,3,1,2,0,0,1,B,16,3,2023,3,P
1,2,3,2,2,0,0,0,0,0,L,10,0,2023,3,P
1,2,1,3,2,1,0,0,0,0,V,10,0,2023,3,P
3,3,1,3,3,3,0,0,0,0,Bi,16,0,2023,3,P
0,2,1,1,2,0,0,0,0,0,MD,6,0,2023,3,U
1,3,2,3,2,0,0,0,0,0,Bi,11,0,2023,3,P
2,1,1,3,3,1,0,0,0,0,Bi,11,0,2023,3,P
0,2,1,0,0,0,0,0,0,0,E,3,0,2023,3,U
2,3,3,3,1,1,0,0,0,0,Bi,13,0,2023,3,P
3,2,1,3,3,0,0,0,0,0,Bi,12,0,2023,3,P
2,3,1,2,2,1,0,0,0,0,,11,0,2023,3,P
3,1,2,0,0,0,0,0,0,0,N,6,0,2023,3,U
3,3,3,2,2,1,0,0,0,0,L,14,0,2023,3,P
0,0,0,0,0,0,0,0,0,0,Bi,0,0,2023,3,U
2,3,0,3,0,1,0,0,0,0,M,9,0,2023,3,U
2,1,0,0,0,3,0,0,0,0,Bi,6,0,2023,3,U
3,3,3,3,2,1,0,0,0,0,N,15,0,2023,3,P
0,1,0,3,0,1,0,0,0,0,E,5,0,2023,3,U
3,1,1,2,1,2,0,0,0,0,W,10,0,2023,3,P
2,2,1,3,2,0,0,0,0,0,Bi,10,0,2023,3,P
3,2,1,3,2,2,0,0,0,0,L,13,0,2023,3,P
3,2,1,2,3,1,0,0,0,0,L,12,0,2023,3,P
3,1,1,3,1,3,0,0,0,0,V,12,0,2023,3,P
3,3,3,2,3,2,0,0,1,0,V,16,1,2023,3,P
3,2,1,3,1,0,0,0,0,0,L,10,0,2023,3,P
3,2,3,3,3,2,0,0,0,0,N,16,0,2023,3,P
2,3,1,2,2,2,0,0,0,0,MD,12,0,2023,3,P
3,2,3,3,1,3,0,0,2,0,E,15,2,2023,3,P
1,3,0,3,2,1,0,0,0,0,L,10,0,2023,3,P
0,2,0,3,0,0,0,0,0,0,B,5,0,2023,3,U
2,2,1,3,2,0,0,0,1,0,K,10,1,2023,3,P
3,3,3,3,2,1,0,2,2,0,B,15,4,2023,3,P
2,2,3,3,2,1,0,0,1,0,B,13,1,2023,3,P
1,3,1,3,3,3,0,0,0,0,V,14,0,2023,3,P
3,3,3,3,2,3,0,0,0,0,E,17,0,2023,3,P
1,2,3,3,2,2,0,0,0,0,Bi,13,0,2023,3,P
3,3,3,3,3,2,1,0,1,0,E,17,2,2023,3,P
3,3,3,2,3,0,0,0,0,0,Bi,14,0,2023,3,P
1,3,1,3,2,0,0,0,0,0,Bi,10,0,2023,3,P
3,3,0,2,1,1,0,0,0,0,D,10,0,2023,3,P
3,3,1,2,0,1,0,0,0,0,B,10,0,2023,3,P
1,2,1,3,0,0,0,0,0,0,C,7,0,2023,3,U
1,2,1,2,3,2,0,0,0,0,V,11,0,2023,3,P
1,2,3,2,3,3,0,1,3,0,Bi,14,4,2023,3,P
3,2,3,3,3,1,0,0,0,0,V,15,0,2023,3,P
3,3,3,3,2,3,0,0,0,0,B,17,0,2023,3,P
3,3,1,2,3,3,0,0,0,0,K,15,0,2023,3,P
3,3,3,3,2,3,0,0,0,0,B,17,0,2023,3,P
3,2,1,2,0,2,0,0,0,0,D,10,0,2023,3,P
1,3,1,3,0,0,0,0,0,0,V,8,0,2023,3,U
3,1,3,2,2,3,0,0,0,0,E,14,0,2023,3,P
1,2,1,3,2,1,0,0,0,0,L,10,0,2023,3,P
3,3,3,3,2,2,0,0,0,0,K,16,0,2023,3,P
3,3,3,3,3,2,0,0,0,0,K,17,0,2023,3,P
2,3,3,3,1,1,0,0,0,0,V,13,0,2023,3,P
3,2,1,3,2,1,0,0,0,0,B,12,0,2023,3,P
3,3,3,3,1,2,0,0,0,0,V,15,0,2023,3,P
0,1,0,2,0,0,0,0,0,0,E,3,0,2023,3,U
0,2,1,3,0,0,0,0,0,0,Bi,6,0,2023,3,U
3,2,3,3,3,0,0,0,0,0,Bi,14,0,2023,3,P
3,3,3,2,3,0,0,0,0,0,E,14,0,2023,3,P
3,2,1,3,1,1,0,0,0,0,V,11,0,2023,3,P
3,2,3,3,2,2,0,0,0,0,C,15,0,2023,3,P
3,2,3,3,3,1,3,2,0,0,I,15,5,2023,3,P
2,2,3,3,0,2,0,0,0,0,V,12,0,2023,3,P
3,3,1,2,3,3,0,0,0,0,E,15,0,2023,3,P
3,3,3,3,2,3,0,0,0,0,E,17,0,2023,3,P
3,2,0,2,3,1,0,0,0,0,K,11,0,2023,3,P
2,2,3,3,3,0,0,0,0,0,E,13,0,2023,3,P
3,2,3,3,3,1,3,0,1,0,E,15,4,2023,3,P
1,3,1,3,2,2,0,0,0,0,Bi,12,0,2023,3,P
1,3,3,3,2,2,0,0,0,0,B,14,0,2023,3,P
3,1,1,3,1,0,0,0,0,0,V,9,0,2023,3,P
3,2,1,3,2,2,0,0,0,0,E,13,0,2023,3,P
3,3,2,2,0,1,0,0,0,0,L,11,0,2023,3,P
2,1,0,2,1,0,0,0,0,0,V,6,0,2023,3,U
1,2,1,3,0,1,0,0,0,0,V,8,0,2023,3,U
3,1,2,3,1,2,0,0,0,0,W,12,0,2023,3,P
1,3,1,3,2,0,0,0,0,0,L,10,0,2023,3,P
3,3,3,3,3,0,0,0,0,0,L,15,0,2023,3,P
0,0,0,3,0,0,0,0,0,0,L,3,0,2023,3,U
0,2,0,3,1,0,0,0,0,0,L,6,0,2023,3,U
1,2,0,0,1,0,0,0,0,0,K,4,0,2023,3,U
0,1,0,0,0,0,0,0,0,0,Bi,1,0,2023,3,U
3,2,3,3,2,1,0,0,0,0,V,14,0,2023,3,P
0,0,0,0,0,0,0,0,0,0,Pi,0,0,2023,3,U
0,1,1,3,2,0,0,0,0,0,E,7,0,2023,3,U
3,3,3,3,3,1,3,1,0,0,W,16,4,2023,3,P
3,3,3,3,3,1,0,0,0,0,W,16,0,2023,3,P
3,2,2,3,1,2,0,0,0,0,B,13,0,2023,3,P
3,3,2,3,3,1,3,0,3,0,N,15,6,2023,3,P
1,2,1,0,0,0,0,0,0,0,V,4,0,2023,3,U
3,2,1,3,3,2,1,0,2,0,K,14,3,2023,3,P
0,0,1,3,1,2,0,0,0,0,E,7,0,2023,3,U
3,3,1,3,2,2,0,0,0,0,K,14,0,2023,3,P
2,3,1,0,1,2,0,0,0,0,W,9,0,2023,3,P
3,3,3,3,3,1,0,0,0,0,V,16,0,2023,3,P
3,3,1,3,1,0,0,0,0,0,V,11,0,2023,3,P
0,3,3,3,2,2,0,0,0,0,N,13,0,2023,3,P
1,3,1,3,2,3,0,0,0,0,B,13,0,2023,3,P
3,2,3,3,2,3,0,0,0,0,Bi,16,0,2023,3,P
3,3,3,3,2,2,0,0,0,0,Bi,16,0,2023,3,P
3,2,3,3,3,1,0,1,0,0,N,15,1,2023,3,P
3,0,0,3,1,1,0,0,0,0,L,8,0,2023,3,U
3,3,1,3,3,1,0,0,0,0,L,14,0,2023,3,P
3,3,0,3,1,1,0,0,0,0,C,11,0,2023,3,P
2,3,1,3,2,1,0,0,0,0,M,12,0,2023,3,P
3,1,3,3,3,1,0,0,0,0,W,14,0,2023,3,P
1,3,0,3,1,1,0,0,0,0,E,9,0,2023,3,P
3,2,0,0,3,0,0,0,0,0,M,8,0,2023,3,U
1,1,3,3,1,3,0,0,0,0,V,12,0,2023,3,P
3,2,3,3,2,1,1,0,0,0,E,14,1,2023,3,P
1,2,1,3,2,1,0,0,0,0,Bi,10,0,2023,3,P
3,3,3,3,2,1,0,0,0,0,M,15,0,2023,3,P
0,0,1,0,0,1,0,0,0,0,K,2,0,2023,3,U
3,3,3,3,1,1,0,0,0,0,K,14,0,2023,3,P
3,2,3,3,3,1,0,0,0,0,W,15,0,2023,3,P
3,3,3,3,3,3,0,0,0,0,B,18,0,2023,3,P
3,2,3,3,2,3,0,0,0,0,E,16,0,2023,3,P
1,2,3,3,2,0,0,0,0,0,Bi,11,0,2023,3,P
3,2,1,3,1,1,0,0,0,0,W,11,0,2023,3,P
1,2,1,3,0,0,0,0,0,0,K,7,0,2023,3,U
3,1,1,3,1,0,0,0,0,0,W,9,0,2023,3,P
1,2,1,0,1,0,0,0,0,0,E,5,0,2023,3,U
3,3,3,3,0,1,0,0,0,0,K,13,0,2023,3,P
3,2,3,3,2,1,0,0,0,0,B,14,0,2023,3,P
3,3,3,3,0,1,0,0,0,0,W,13,0,2023,3,P
3,3,3,3,3,3,0,0,0,0,V,18,0,2023,3,P
3,3,3,3,3,3,1,0,3,0,E,18,4,2023,3,P
3,2,3,3,2,3,0,0,0,0,B,16,0,2023,3,P
3,2,3,3,3,2,0,0,0,0,K,16,0,2023,3,P
3,2,1,3,2,2,0,0,0,0,E,13,0,2023,3,P
3,2,3,3,3,3,0,0,0,0,V,17,0,2023,3,P
3,3,3,3,2,2,0,0,0,0,W,16,0,2023,3,P
3,2,3,3,3,3,0,0,0,0,K,17,0,2023,3,P
3,3,3,3,2,3,0,0,0,0,W,17,0,2023,3,P
1,2,1,3,2,0,0,0,0,0,L,9,0,2023,3,P
3,2,0,3,2,1,0,0,0,0,Bi,11,0,2023,3,P
1,1,0,1,0,1,0,0,0,0,V,4,0,2023,3,U
3,3,3,3,3,2,2,0,0,0,W,17,2,2023,3,P
3,2,3,0,1,2,3,0,3,1,F,11,7,2023,3,P
3,3,2,3,3,3,3,0,3,1,N,17,7,2023,3,P
1,1,1,0,2,1,0,0,0,0,W,6,0,2023,3,U
1,3,3,3,2,0,0,0,0,0,W,12,0,2023,3,P
1,3,0,3,2,1,0,0,0,0,V,10,0,2023,3,P
3,3,1,3,0,0,1,0,0,0,E,10,1,2023,3,U
3,2,1,3,3,3,3,2,3,1,W,15,9,2023,3,P
3,2,3,3,3,3,1,0,0,0,B,17,1,2023,3,P
3,3,3,3,2,3,0,0,0,0,Bi,17,0,2023,3,P
3,3,1,3,2,1,0,0,0,0,L,13,0,2023,3,P
3,3,1,3,3,0,0,0,0,0,W,13,0,2023,3,P
0,0,0,0,0,0,0,0,0,0,Bi,0,0,2023,3,U
3,3,1,3,2,1,0,0,0,0,E,13,0,2023,3,P
3,1,1,3,3,2,0,0,0,0,L,13,0,2023,3,P
3,2,3,3,3,1,0,0,0,0,W,15,0,2023,3,P
2,2,1,3,1,0,0,0,0,0,L,9,0,2023,3,P
3,3,3,3,3,1,0,0,0,0,E,16,0,2023,3,P
1,0,1,0,0,0,0,0,0,0,Bi,2,0,2023,3,U
3,3,3,0,2,1,3,0,1,0,N,12,4,2023,3,P
0,1,0,0,0,0,0,0,0,0,E,1,0,2023,3,U
1,2,1,3,2,0,0,0,0,0,MD,9,0,2023,3,P
0,0,0,0,0,0,0,0,0,0,W,0,0,2023,3,U
0,0,0,1,0,0,0,0,0,0,E,1,0,2023,3,U
0,1,0,0,0,0,0,0,0,0,V,1,0,2023,3,U
3,1,1,3,2,2,3,1,2,1,N,12,7,2023,3,P
3,3,3,3,3,3,3,1,0,0,B,18,4,2023,3,P
3,3,1,2,1,2,0,0,0,0,B,12,0,2023,3,P
0,1,3,3,0,3,0,0,0,0,E,10,0,2023,3,U
1,3,1,3,1,1,0,0,0,0,B,10,0,2023,3,P
2,1,3,3,2,3,0,0,0,0,E,14,0,2023,3,P
3,3,1,3,1,0,0,0,0,0,K,11,0,2023,3,P
3,3,3,1,3,3,0,2,0,0,V,16,2,2023,3,P
1,3,0,3,0,1,0,0,0,0,L,8,0,2023,3,U
3,1,1,1,1,0,0,0,0,0,Bi,7,0,2023,3,U
0,0,0,0,0,0,0,0,0,0,L,0,0,2023,3,U
3,1,1,3,2,2,0,0,0,0,D,12,0,2023,3,P
0,2,0,3,0,0,0,0,0,0,L,5,0,2023,3,U
1,3,0,3,1,1,0,0,0,0,V,9,0,2023,3,P
3,2,3,3,3,2,1,0,0,0,E,16,1,2023,3,P
0,1,1,0,0,0,0,0,0,0,V,2,0,2023,3,U
1,1,1,1,1,0,0,0,0,0,Bi,5,0,2023,3,U
0,1,0,0,0,0,0,0,0,0,Bi,1,0,2023,3,U
3,3,3,0,2,2,0,0,0,0,K,13,0,2023,3,P
1,2,1,0,0,0,0,0,0,0,I,4,0,2023,3,U
3,1,0,3,1,1,0,0,0,0,W,9,0,2023,3,P
3,2,1,3,2,1,0,0,0,0,L,12,0,2023,3,P
2,2,3,1,3,0,3,0,0,0,W,11,3,2023,3,P
3,1,1,3,0,0,0,0,0,0,M,8,0,2023,3,U
3,1,1,0,0,0,0,0,0,0,K,5,0,2023,3,U
1,1,1,3,2,2,0,0,1,0,D,10,1,2023,3,P
0,0,1,0,0,0,0,0,0,0,M,1,0,2023,3,U
1,1,1,3,2,3,0,0,0,0,W,11,0,2023,3,P
2,3,3,3,1,1,0,0,0,0,W,13,0,2023,3,P
3,3,3,3,3,2,0,0,0,0,V,17,0,2023,3,P
3,3,1,3,1,2,1,0,1,0,K,13,2,2023,3,P
3,1,1,2,0,0,0,0,0,0,V,7,0,2023,3,U
1,2,0,3,2,0,0,0,0,0,L,8,0,2023,3,U
1,1,0,2,0,0,0,0,0,0,L,4,0,2023,3,U
3,2,0,1,0,0,0,0,0,0,L,6,0,2023,3,U
3,1,1,3,1,1,0,0,0,0,K,10,0,2023,3,P
0,0,1,1,0,0,0,0,0,0,,2,0,2023,3,U
0,0,1,0,0,0,0,0,0,0,K,1,0,2023,3,U
0,1,0,0,0,0,0,0,0,0,W,1,0,2023,3,U
1,2,3,2,1,2,3,0,0,0,M,11,3,2023,3,P
2,1,3,1,0,0,0,0,0,0,K,7,0,2023,3,U
0,1,0,3,0,0,0,0,0,0,,4,0,2023,3,U
3,1,0,1,1,1,0,0,0,0,E,7,0,2023,3,U
2,0,0,3,0,0,0,0,0,0,L,5,0,2023,3,U
3,1,3,3,1,1,0,0,0,0,E,12,0,2023,3,P
3,3,0,3,1,1,0,0,0,0,Pi,11,0,2023,3,P
1,1,1,3,1,3,0,0,0,0,E,10,0,2023,3,P
2,1,3,3,2,1,3,2,2,0,N,12,7,2023,3,P
3,2,1,2,2,1,0,0,1,0,B,11,1,2023,3,P
2,3,3,3,3,2,0,0,0,0,E,16,0,2023,3,P
1,2,1,3,2,0,0,0,0,0,E,9,0,2023,3,P
1,2,0,2,0,0,0,0,0,0,L,5,0,2023,3,U
3,2,3,2,2,1,0,0,0,0,V,13,0,2023,3,P
3,3,3,3,2,1,1,0,0,0,W,15,1,2023,3,P
1,2,1,3,3,1,0,0,0,0,B,11,0,2023,3,P
0,1,0,3,1,0,0,0,0,0,Bi,5,0,2023,3,U
1,2,3,3,3,1,0,0,0,0,L,13,0,2023,3,P
3,2,1,1,2,1,0,0,0,0,V,10,0,2023,3,P
1,3,1,3,2,0,0,0,0,0,Bi,10,0,2023,3,P
3,2,2,3,2,1,0,0,0,0,B,13,0,2023,3,P
3,1,3,0,0,0,0,0,0,0,Bi,7,0,2023,3,U
1,2,1,1,0,0,0,0,0,0,M,5,0,2023,3,U
3,3,3,3,2,1,0,0,0,0,Bi,15,0,2023,3,P
3,3,3,0,1,1,0,0,0,0,V,11,0,2023,3,P
1,3,1,3,2,1,0,0,0,0,V,11,0,2023,3,P
3,2,1,3,2,2,0,0,0,0,V,13,0,2023,3,P
1,3,2,3,3,3,0,0,0,0,E,15,0,2023,3,P
3,2,3,3,3,2,1,0,0,0,E,16,1,2023,3,P
3,3,2,3,2,0,0,0,0,0,L,13,0,2023,3,P
1,3,1,2,2,0,0,0,0,0,V,9,0,2023,3,P
3,3,3,3,3,2,0,0,0,0,B,17,0,2023,3,P
0,3,1,3,2,3,0,0,0,0,N,12,0,2023,3,P
3,2,3,3,2,3,0,0,0,0,Bi,16,0,2023,3,P
1,1,1,3,1,0,0,0,0,0,N,7,0,2023,3,U
3,3,1,3,3,2,0,0,0,0,V,15,0,2023,3,P
3,3,3,3,3,2,3,2,3,0,B,17,8,2023,3,P
1,2,2,3,2,1,3,0,0,0,E,11,3,2023,3,P
3,3,1,3,0,3,0,0,0,0,K,13,0,2023,3,P
3,2,2,2,3,1,0,0,2,0,L,13,2,2023,3,P
3,3,3,3,0,1,0,0,0,0,E,13,0,2023,3,P
3,2,3,3,3,1,0,0,0,0,V,15,0,2023,3,P
3,2,1,3,2,0,0,0,0,0,V,11,0,2023,3,P
3,3,3,3,3,2,0,0,0,0,V,17,0,2023,3,P
2,3,1,3,0,1,0,0,0,0,W,10,0,2023,3,P
3,3,1,3,2,0,0,0,0,0,L,12,0,2023,3,P
2,1,1,3,1,1,0,0,0,0,K,9,0,2023,3,P
1,2,1,2,1,0,0,0,0,0,K,7,0,2023,3,U
1,2,0,2,1,0,0,0,0,0,L,6,0,2023,3,U
0,1,1,1,1,0,0,0,0,0,B,4,0,2023,3,U
1,2,0,3,2,1,0,0,0,0,V,9,0,2023,3,P
1,2,0,2,1,0,0,0,0,0,L,6,0,2023,3,U
0,0,0,0,0,0,0,0,0,0,V,0,0,2023,3,U
0,1,0,3,0,0,0,0,0,0,Bi,4,0,2023,3,U
0,1,1,0,0,1,0,0,0,0,E,3,0,2023,3,U
1,3,2,3,1,0,0,0,0,0,L,10,0,2023,3,P
3,2,1,1,2,1,0,0,0,0,D,10,0,2023,3,P
0,0,0,0,0,0,0,0,0,0,L,0,0,2023,3,U
0,1,0,3,0,0,0,0,0,0,,4,0,2023,3,U
3,3,3,3,3,3,0,0,0,0,L,18,0,2023,3,P
1,0,3,3,0,0,0,0,0,0,N,7,0,2023,3,U
1,1,1,2,2,0,0,0,0,0,E,7,0,2023,3,U
1,3,1,3,2,1,0,0,0,0,B,11,0,2023,3,P
3,3,1,2,1,1,0,0,0,0,L,11,0,2023,3,P
3,3,1,3,2,0,0,0,0,0,K,12,0,2023,3,P
2,1,1,1,1,0,0,0,0,0,D,6,0,2023,3,U
3,2,1,3,3,3,1,0,2,0,V,15,3,2023,3,P
3,1,0,1,2,2,0,0,0,0,K,9,0,2023,3,P
1,2,1,3,2,2,0,0,0,0,N,11,0,2023,3,P
0,2,0,0,0,1,0,0,0,0,E,3,0,2023,3,U
3,2,1,3,3,1,0,0,0,0,W,13,0,2023,3,P
0,1,0,3,3,0,0,0,0,0,E,7,0,2023,3,U
1,3,0,2,3,2,0,0,0,0,E,11,0,2023,3,P
1,0,1,3,0,1,0,0,0,0,I,6,0,2023,3,U
3,3,1,3,2,1,0,0,0,0,E,13,0,2023,3,P
1,2,1,0,0,0,0,0,0,0,V,4,0,2023,3,U
3,3,3,3,2,0,0,0,0,0,W,14,0,2023,3,P
3,3,3,3,1,2,0,0,0,0,V,15,0,2023,3,P
2,3,1,3,2,1,0,1,0,0,E,12,1,2023,3,P
3,1,1,3,2,0,0,0,0,0,E,10,0,2023,3,P
3,3,2,3,0,1,0,0,0,0,E,12,0,2023,3,P
3,3,3,3,2,1,0,0,0,0,K,15,0,2023,3,P
3,3,1,3,3,0,0,0,0,0,B,13,0,2023,3,P
2,2,3,3,3,2,0,1,1,0,N,15,2,2023,3,P
3,3,3,3,3,3,3,0,1,0,B,18,4,2023,3,P
3,2,3,0,3,1,0,0,0,0,W,12,0,2023,3,P
3,3,3,3,2,3,0,0,0,0,W,17,0,2023,3,P
3,1,1,3,0,0,0,0,0,0,C,8,0,2023,3,U
0,0,0,0,0,1,0,0,0,0,Bi,1,0,2023,3,U
1,2,2,1,1,2,0,0,0,0,V,9,0,2023,3,P
1,1,2,2,0,2,0,0,0,0,N,8,0,2023,3,U
1,1,0,1,0,1,0,0,0,0,V,4,0,2023,3,U
3,1,1,3,2,1,0,0,0,0,V,11,0,2023,3,P
0,2,2,2,3,1,0,0,0,0,N,10,0,2023,3,P
3,1,3,3,3,3,0,0,0,0,E,16,0,2023,3,P
3,1,1,2,3,2,0,0,0,0,E,12,0,2023,3,P
2,2,3,0,1,0,0,0,0,0,V,8,0,2023,3,U
3,2,2,3,3,1,0,0,0,0,V,14,0,2023,3,P
1,1,0,3,0,1,0,0,0,0,K,6,0,2023,3,U
1,1,2,3,1,1,0,0,0,0,V,9,0,2023,3,P
3,2,3,3,1,0,0,0,0,1,M,12,1,2023,3,P
1,3,0,1,2,0,0,0,0,0,L,7,0,2023,3,U
3,3,0,0,1,0,0,0,0,0,D,7,0,2023,3,U
3,2,3,1,1,0,0,0,0,0,MD,10,0,2023,3,P
1,3,1,2,2,0,0,0,0,0,L,9,0,2023,3,P
3,3,1,3,2,0,0,0,0,0,L,12,0,2023,3,P
3,3,1,3,3,3,0,0,0,0,E,16,0,2023,3,P
3,2,1,3,3,3,3,0,0,1,,15,4,2023,3,P
1,1,0,0,0,0,0,0,0,0,B,2,0,2023,3,U
3,0,2,3,2,1,0,0,0,0,V,11,0,2023,3,P
3,2,1,3,1,2,0,0,0,0,W,12,0,2023,3,P
3,2,1,3,1,0,0,0,0,0,C,10,0,2023,3,P
1,2,1,2,2,2,0,0,0,0,M,10,0,2023,3,P
1,1,1,3,2,1,0,0,0,0,Bi,9,0,2023,3,P
3,2,1,3,2,1,0,0,0,0,W,12,0,2023,3,P
3,2,3,3,3,3,0,0,0,0,E,17,0,2023,3,P
1,2,1,0,1,2,0,0,0,0,E,7,0,2023,3,U
3,2,3,3,2,3,0,0,0,0,E,16,0,2023,3,P
3,3,2,3,3,3,0,0,1,0,E,17,1,2023,3,P
3,1,0,3,1,1,0,0,0,0,E,9,0,2023,3,P
1,2,1,3,3,2,3,2,2,0,E,12,7,2023,3,P
2,0,1,3,0,0,0,0,0,0,E,6,0,2023,3,U
3,3,3,2,3,2,0,0,0,1,W,16,1,2023,3,P
3,2,1,3,1,0,0,0,0,0,V,10,0,2023,3,P
2,3,1,3,1,2,0,0,0,0,N,12,0,2023,3,P
3,3,3,3,2,0,0,0,0,0,B,14,0,2023,3,P
3,0,0,0,0,0,0,0,0,0,V,3,0,2023,3,U
3,2,3,3,1,3,0,0,0,0,B,15,0,2023,3,P
0,1,0,0,2,0,0,0,0,0,Bi,3,0,2023,3,U
3,1,2,3,1,1,0,0,0,0,N,11,0,2023,3,P
3,3,3,3,2,1,1,0,0,1,K,15,2,2023,3,P
3,2,3,3,2,2,0,0,0,0,W,15,0,2023,3,P
1,2,3,3,2,1,0,0,0,0,L,12,0,2023,3,P
1,1,0,1,0,0,0,0,0,0,L,3,0,2023,3,U
1,1,0,2,0,0,0,0,0,0,L,4,0,2023,3,U
3,2,2,3,2,1,0,0,0,1,B,13,1,2023,3,P
2,2,3,3,0,3,0,0,0,0,K,13,0,2023,3,P
3,3,1,3,3,1,0,0,0,0,Bi,14,0,2023,3,P
1,3,2,3,2,3,0,0,0,0,E,14,0,2023,3,P
3,2,1,3,3,1,0,0,0,0,E,13,0,2023,3,P
3,2,1,3,0,1,0,0,0,0,K,10,0,2023,3,P
1,2,1,3,2,2,0,0,0,0,B,11,0,2023,3,P
3,3,3,3,2,2,1,0,2,1,E,16,4,2023,3,P
0,1,1,0,0,0,0,0,0,0,E,2,0,2023,3,U
1,1,0,3,2,1,0,0,0,0,E,8,0,2023,3,U
3,1,3,3,3,1,0,0,0,0,E,14,0,2023,3,P
3,2,3,3,2,2,0,0,0,0,K,15,0,2023,3,P
3,3,3,3,3,3,0,1,0,1,V,18,2,2023,3,P
3,2,3,3,3,3,3,1,0,1,B,17,5,2023,3,P
3,1,1,3,0,0,0,0,0,0,Bi,8,0,2023,3,U
3,2,2,3,2,1,0,0,0,0,Bi,13,0,2023,3,P
0,1,0,0,0,0,0,0,0,0,E,1,0,2023,3,U
1,1,1,2,0,1,0,0,0,0,Bi,6,0,2023,3,U
1,1,0,0,0,0,0,0,0,0,W,2,0,2023,3,U
1,1,1,3,2,0,0,0,0,0,V,8,0,2023,3,U
2,1,2,3,1,0,0,0,0,0,C,9,0,2023,3,P
3,3,3,2,3,0,0,0,0,0,N,14,0,2023,3,P
3,1,1,1,2,2,0,1,0,0,N,10,1,2023,3,P
1,1,1,1,2,0,0,0,0,0,L,6,0,2023,3,U
1,1,2,2,3,0,0,0,0,0,N,9,0,2023,3,P
3,2,3,3,3,1,2,1,0,2,M,15,5,2023,3,P
3,2,1,3,2,2,0,0,0,0,N,13,0,2023,3,P
3,3,0,3,3,1,0,0,0,0,N,13,0,2023,3,P
3,2,3,3,3,3,0,0,0,0,,17,0,2023,3,P
3,2,3,1,3,3,3,2,1,0,W,15,6,2023,3,P
3,3,3,3,3,1,0,0,0,0,E,16,0,2023,3,P
